,Unnamed: 0,type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
32,64,article,2656454,Ethan  Tsang and Collette  Gavan and Mark  Anderson,,,,The Practical Application of LEGO\textregistered MINDSTORMS\textregistered Robotics Kits: Does It Enhance Undergraduate Computing Students' Engagement in Learning the Java Programming Language?,121--126,,6.0,"design, human factors, management, theory",10.1145/2656450.2656454,,,,,,,2014.0,,Proceedings of the 15th Annual Conference on Information Technology Education,SIGITE '14,,978-1-4503-2686-5,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",information technology education theory
33,65,article,1409866,Jorge  P&#233;rez and Meg  Murray,,,,Computing for the Masses: Extending the Computer Science Curriculum with Information Technology Literacy,220--226,,7.0,"computer science education, curriculum, information literacy, information technology education",,J. Comput. Sci. Coll.,December 2008,24,2,,December,2008.0,1937-4771,,,,,,Consortium for Computing Sciences in Colleges,USA,information technology education theory
34,73,article,3124120,Dexin  Hu and Yiwei  Wang and Cheng  Chen,,,,Ubiquitous Learning: Information Technology Driving Learning Revolution,21--26,,6.0,"information technology, learning style, typical model, ubiquitous learning",10.1145/3124116.3124120,,,,,,,2017.0,,Proceedings of the 2017 International Conference on Education and Multimedia Technology,ICEMT '17,,978-1-4503-5293-2,"Singapore, Singapore",ACM,"New York, NY, USA",information technology education theory
35,74,article,973730,Krassen  Stefanov,,,,Computing Ontology Creation,656--660,,5.0,"computer systems and technologies, computing education, information and communication technologies, metadata, ontology",10.1145/973620.973730,,,,,,,2003.0,,Proceedings of the 4th International Conference Conference on Computer Systems and Technologies: E-Learning,CompSysTech '03,,954-9641-33-3,"Rousse, Bulgaria",ACM,"New York, NY, USA",information technology education theory
36,75,article,2962588,Chunyang  Chen and Zhenchang  Xing,,,,Mining Technology Landscape from Stack Overflow,14:1--14:10,14.0,10.0,"Association Rule Mining, Community Detection, Technology Associative Network, Technology Landscape",10.1145/2961111.2962588,,,,,,,2016.0,,Proceedings of the 10th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,ESEM '16,,978-1-4503-4427-2,"Ciudad Real, Spain",ACM,"New York, NY, USA",information technology education theory
37,77,article,1631762,Christopher  Cole and Joseph J. Ekstrom and Richard  Helps,,,,Collecting IT Scholarship: The IT-thesis Project,127--132,,6.0,information technology research,10.1145/1631728.1631762,,,,,,,2009.0,,Proceedings of the 10th ACM Conference on SIG-information Technology Education,SIGITE '09,,978-1-60558-765-3,"Fairfax, Virginia, USA",ACM,"New York, NY, USA",information technology education theory
38,81,article,1631779,Gregory W. Hislop and Lee J. Leitner,,,,Creating a New Introductory Course Sequence for BSIT Students,187--191,,5.0,"cs1/cs2, information technology",10.1145/1631728.1631779,,,,,,,2009.0,,Proceedings of the 10th ACM Conference on SIG-information Technology Education,SIGITE '09,,978-1-60558-765-3,"Fairfax, Virginia, USA",ACM,"New York, NY, USA",information technology education theory
39,82,article,1151686,Kerrie M. Miller and Geoffrey N. Dick,,,,Computer-based Collaboration in Student Work: Does a Preference for Using Technology Affect Performance?,35--41,,7.0,"collaboration, education",,,,,,,,2005.0,,Proceedings of the 2005 South East Asia Regional Computer Science Confederation (SEARCC) Conference - Volume 46,SEARCC '05,,1-920682-28-7,"Sydney, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",information technology education theory
41,84,article,2072091,Shuhua Monica Liu and Chongzhao  Li,,,,What Shapes Fieldworkers' Knowledge Sharing when Government Operation Goes Mobile?,125--130,,6.0,"mobile fieldwork, mobile technology and government operations",10.1145/2072069.2072091,,,,,,,2011.0,,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,ICEGOV '11,,978-1-4503-0746-8,"Tallinn, Estonia",ACM,"New York, NY, USA",information technology education theory
42,86,article,947178,Ed  Crowley,,,,Information System Security Curricula Development,249--255,,7.0,"information technology curricula, information technology security",10.1145/947121.947178,,,,,,,2003.0,,Proceedings of the 4th Conference on Information Technology Curriculum,CITC4 '03,,1-58113-770-2,"Lafayette, Indiana, USA",ACM,"New York, NY, USA",information technology education theory
43,87,article,2994606,Brianna J. Tomlinson and Jared  Batterman and Yee Chieh Chew and Ashley  Henry and Bruce N. Walker,,,,Exploring Auditory Graphing Software in the Classroom: The Effect of Auditory Graphs on the Classroom Environment,3:1--3:27,3.0,27.0,"Auditory displays, educational technologies",10.1145/2994606,ACM Trans. Access. Comput.,November 2016,9,1,,November,2016.0,1936-7228,,,,,,ACM,"New York, NY, USA",information technology education theory
44,93,article,3084184,Curtis C. Cain and Eileen  Trauth,,,,Black Men in IT: Theorizing an Autoethnography of a Black Man's Journey into IT Within the United States of America,35--51,,17.0,"autoethnography, careers, ethnicity, individual differences theory of gender and it, information technology",10.1145/3084179.3084184,SIGMIS Database,May 2017,48,2,,April,2017.0,0095-0033,,,,,,ACM,"New York, NY, USA",information technology education theory
45,94,article,1414602,Hend S. Al-Khalifa and Nadia S. Al-Ghreimil and Maha M. Al-Yahya,,,,Towards a Better Understanding of the It Program at a Female Saudi University,165--172,,8.0,"information technology, information technology education, it curriculum development",10.1145/1414558.1414602,,,,,,,2008.0,,Proceedings of the 9th ACM SIGITE Conference on Information Technology Education,SIGITE '08,,978-1-60558-329-7,"Cincinnati, OH, USA",ACM,"New York, NY, USA",information technology education theory
46,95,article,2670751,Jaideep  Vaidya and David  Lorenzi and Basit  Shafiq and Soon  Chun and Nazia  Badar,,,,Teaching Privacy in an Interactive Fashion,7:1--7:7,7.0,7.0,"case study, privacy, technology education",10.1145/2670739.2670751,,,,,,,2014.0,,Proceedings of the 2014 Information Security Curriculum Development Conference,InfoSec '14,,978-1-4503-3049-7,"Kennesaw, Georgia",ACM,"New York, NY, USA",information technology education theory
47,98,article,1562743,Sonja  Cloete and Carina  de Villiers and Sumarie  Roodt,,,,Facebook As an Academic Tool for ICT Lecturers,16--22,,7.0,"education, web 2.0 technologies",10.1145/1562741.1562743,,,,,,,2009.0,,Proceedings of the 2009 Annual Conference of the Southern African Computer Lecturers' Association,SACLA '09,,978-1-60558-683-0,"Eastern Cape, South Africa",ACM,"New York, NY, USA",information technology education theory
48,99,article,1082076,Irina  Verenikina and Pauline  Harris and Pauline  Lysaght,,,,"Child's Play: Computer Games, Theories of Play and Children's Development",99--106,,8.0,"early childhood education, evaluation, professional development, research, teacher education",,,,,,,,2003.0,,Proceedings of the International Federation for Information Processing Working Group 3.5 Open Conference on Young Children and Learning Technologies - Volume 34,CRPIT '03,,1-920682-16-3,"Sydney, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",information technology education theory
49,102,article,2808598,Jos&#233; Ma Fern&#225;ndez-Batanero and Ma Jes&#250;s Colmenero Ruiz,,,,Teacher Attitudes Towards ICT in the Context of Inclusive Education,111--115,,5.0,"education, educational innovation, good educational practice, inclusive education, information and communication technologies, secondary education, teaching attitudes",10.1145/2808580.2808598,,,,,,,2015.0,,Proceedings of the 3rd International Conference on Technological Ecosystems for Enhancing Multiculturality,TEEM '15,,978-1-4503-3442-6,"Porto, Portugal",ACM,"New York, NY, USA",information technology education theory
50,104,article,1509149,Shampa  Paul and Kaushalesh  Lal,,,,e-Governance Initiatives in India,259--263,,5.0,"Delhi government, e-governance, information communication technologies, networked environment",10.1145/1509096.1509149,,,,,,,2008.0,,Proceedings of the 2Nd International Conference on Theory and Practice of Electronic Governance,ICEGOV '08,,978-1-60558-386-0,"Cairo, Egypt",ACM,"New York, NY, USA",information technology education theory
51,106,article,1812544,G. Ayorkor Mills-Tettey and Jack  Mostow and M. Bernardine Dias and Tracy Morrison Sweet and Sarah M. Belousov and M. Frederick Dias and Haijun  Gong,,,,Improving Child Literacy in Africa: Experiments with an Automated Reading Tutor,129--138,,10.0,"developing regions, education, educational technology, literacy",,,,,,,,2009.0,,Proceedings of the 3rd International Conference on Information and Communication Technologies and Development,ICTD'09,,978-1-4244-4662-9,"Doha, Qatar",IEEE Press,"Piscataway, NJ, USA",information technology education theory
13,23,article,3027444,Cecilia  Aguerrebere and Crist&#243;bal  Cobo and Marcela  Gomez and Mat&#237;as  Mateu,,,,Strategies for Data and Learning Analytics Informed National Education Policies: The Case of Uruguay,449--453,,5.0,"big data, education policies, plan ceibal, technology enhanced learning",10.1145/3027385.3027444,,,,,,,2017.0,,Proceedings of the Seventh International Learning Analytics &#38; Knowledge Conference,LAK '17,,978-1-4503-4870-6,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA",information technology education strategies
14,24,article,2677875,Mohammad Ubaidullah Bokhari and Sadaf  Ahmad,,,,Multi-Agent Based E-Learning Systems: A Comparative Study,20:1--20:6,20.0,6.0,"Agent Technology, E-learning, Education, Multi-agent system",10.1145/2677855.2677875,,,,,,,2014.0,,Proceedings of the 2014 International Conference on Information and Communication Technology for Competitive Strategies,ICTCS '14,,978-1-4503-3216-3,"Udaipur, Rajasthan, India",ACM,"New York, NY, USA",information technology education strategies
15,25,article,2536607,Ana  Garc&#237;a-Valc&#225;rcel and Ver&#243;nica  Basilotta,,,,How Elementary School Students Evaluate the Learning Strategy of Collaborative Projects Using ICT,461--466,,6.0,"collaborative learning, evaluating education, teaching using ICT, technology for learning",10.1145/2536536.2536607,,,,,,,2013.0,,Proceedings of the First International Conference on Technological Ecosystem for Enhancing Multiculturality,TEEM '13,,978-1-4503-2345-1,"Salamanca, Spain",ACM,"New York, NY, USA",information technology education strategies
21,34,article,1227475,Lisa  Lancor and Robert  Workman,,,,Using Google Hacking to Enhance Defense Strategies,491--495,,5.0,"Google hacking, education, hacking, information assurance, information security, web security",10.1145/1227504.1227475,SIGCSE Bull.,March 2007,39,1,,March,2007.0,0097-8418,,,,,,ACM,"New York, NY, USA",information technology education strategies
25,40,article,1631753,Ye Diana Wang and Nima  Zahadat,,,,Teaching Web Development in the Web 2.0 Era,80--86,,7.0,"ajax, information technology education, pedagogy, web 2.0, web development",10.1145/1631728.1631753,,,,,,,2009.0,,Proceedings of the 10th ACM Conference on SIG-information Technology Education,SIGITE '09,,978-1-60558-765-3,"Fairfax, Virginia, USA",ACM,"New York, NY, USA",information technology education strategies
28,43,article,1734273,W. Richards Adrion and Renee  Fall and Manuel  Matos and Alan R. Peterfreund,,,,Integrating Evaluation into Program Development: Benefits of Baselining a NSF-BPC Alliance,27--31,,5.0,"broadening participation, community colleges, information technology education and workforce",10.1145/1734263.1734273,,,,,,,2010.0,,Proceedings of the 41st ACM Technical Symposium on Computer Science Education,SIGCSE '10,,978-1-4503-0006-3,"Milwaukee, Wisconsin, USA",ACM,"New York, NY, USA",information technology education strategies
29,44,article,2047642,Edward P. Holden and Jai W. Kang and Geoffrey R. Anderson and Dianne P. Bills,,,,Databases in the Cloud: A Status Report,171--176,,6.0,"cloud computing, curriculum, curriculum delivery options, information technology education",10.1145/2047594.2047642,,,,,,,2011.0,,Proceedings of the 2011 Conference on Information Technology Education,SIGITE '11,,978-1-4503-1017-8,"West Point, New York, USA",ACM,"New York, NY, USA",information technology education strategies
31,53,article,1862233,Kathryn  Egea and Soon-Kyeong  Kim and Trish  Andrews and Karin  Behrens,,,,Approaches Used by Cross-cultural and Cross-discipline Students in Teamwork for a First-year Course in Web Design,87--96,,10.0,"cross-cultural and cross-discipline team work, information technology education",,,,,,,,2010.0,,Proceedings of the Twelfth Australasian Conference on Computing Education - Volume 103,ACE '10,,978-1-920682-84-2,"Brisbane, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",information technology education strategies
