type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
article,283562,Nancy R. Mead and Thomas B. Hilburn and Donald J. Bagert and Michael  Ryan and Oddur  Benediktsson and Frances  Van Scoy,,,,"Everything You Ever Wanted to Know About Software Engineering Education, but Were Afraid to Ask (Panel)",260--263,,4,"computer science, education, engineering, software engineering",10.1145/282991.283562,,,,,,,1998,,Proceedings of the 6th Annual Conference on the Teaching of Computing and the 3rd Annual Conference on Integrating Technology into Computer Science Education: Changing the Delivery of Computer Science Education,ITiCSE '98,,1-58113-000-7,"Dublin City Univ., Ireland",ACM,"New York, NY, USA",computing education strategies
article,1121447,Eric  Roberts,,,,An Interactive Tutorial System for Java,334--338,,5,"CS1, Java, computer science education, teaching libraries",10.1145/1124706.1121447,SIGCSE Bull.,Mar-06,38,1,,March,2006,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1121447,Eric  Roberts,,,,An Interactive Tutorial System for Java,334--338,,5,"CS1, Java, computer science education, teaching libraries",10.1145/1121341.1121447,,,,,,,2006,,Proceedings of the 37th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '06,,1-59593-259-3,"Houston, Texas, USA",ACM,"New York, NY, USA",computing education strategies
article,2772955,Albert  Chan and Wingyan  Chung and Daniel  Plante,,,,Panel Discussion: How Should Computing Educators Respond to Changes in Higher Education?,9:1--9:1,9,1,"Computing in context, changes, higher education, society",10.1145/2757218.2772955,,,,,,,2015,,Proceedings of The 2015 NSF Workshop on Curricular Development for Computing in Context,CIC '15,,978-1-4503-3597-3,"DeLand, FL, USA",ACM,"New York, NY, USA",computing education strategies
article,961588,Marina  Papastergiou,,,,Introducing Non-computer Science Undergraduates to Web Development: Results of an Investigative Study on Student Teachers,231--231,,1,"Web development, educational computing, hypermedia design",10.1145/961290.961588,SIGCSE Bull.,Sep-03,35,3,,June,2003,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,961588,Marina  Papastergiou,,,,Introducing Non-computer Science Undergraduates to Web Development: Results of an Investigative Study on Student Teachers,231--231,,1,"Web development, educational computing, hypermedia design",10.1145/961511.961588,,,,,,,2003,,Proceedings of the 8th Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE '03,,1-58113-672-2,"Thessaloniki, Greece",ACM,"New York, NY, USA",computing education strategies
article,1352177,Aaron  Kimball and Sierra  Michels-Slettvet and Christophe  Bisciglia,,,,Cluster Computing for Web-scale Data Processing,116--120,,5,"clusters, distributed computing, education, hadoop, mapreduce",10.1145/1352135.1352177,,,,,,,2008,,Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '08,,978-1-59593-799-5,"Portland, OR, USA",ACM,"New York, NY, USA",computing education strategies
article,1352177,Aaron  Kimball and Sierra  Michels-Slettvet and Christophe  Bisciglia,,,,Cluster Computing for Web-scale Data Processing,116--120,,5,"clusters, distributed computing, education, hadoop, mapreduce",10.1145/1352322.1352177,SIGCSE Bull.,Mar-08,40,1,,March,2008,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,544502,  Israel National Center for Computer Science Teachers,,,,Machshava: The Israeli National Center for High School Computer Science Teachers,234--234,,1,"computer science education, high school teachers",10.1145/637610.544502,SIGCSE Bull.,Sep-02,34,3,,June,2002,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,544502,  Israel National Center for Computer Science Teachers,,,,Machshava: The Israeli National Center for High School Computer Science Teachers,234--234,,1,"computer science education, high school teachers",10.1145/544414.544502,,,,,,,2002,,Proceedings of the 7th Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE '02,,1-58113-499-1,"Aarhus, Denmark",ACM,"New York, NY, USA",computing education strategies
article,2459942,  Simon,,,,Wrong is a Relative Concept: Part Marks for Multiple-choice Questions,47--54,,8,"assessment, computing education, introductory programming, multiple choice",,,,,,,,2011,,Proceedings of the Thirteenth Australasian Computing Education Conference - Volume 114,ACE '11,,978-1-920682-94-1,"Perth, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",computing education strategies
article,507592,Barry S. Fagin and Laurence D. Merkle and Thomas W. Eggers,,,,Teaching Computer Science with Robotics Using Ada/Mindstorms 2.0,73--78,,6,"Computer science education, Lego Mindstorms, Robotics",10.1145/507546.507592,Ada Lett.,Dec-01,XXI,4,,September,2001,1094-3641,,,,,,ACM,"New York, NY, USA",computing education strategies
article,507592,Barry S. Fagin and Laurence D. Merkle and Thomas W. Eggers,,,,Teaching Computer Science with Robotics Using Ada/Mindstorms 2.0,73--78,,6,"Computer science education, Lego Mindstorms, Robotics",10.1145/507574.507592,,,,,,,2001,,Proceedings of the 2001 Annual ACM SIGAda International Conference on Ada,SIGAda '01,,1-58113-392-8,"Bloomington, MN",ACM,"New York, NY, USA",computing education strategies
article,1509051,Lijun  Ni,,,,What Makes CS Teachers Change?: Factors Influencing CS Teachers' Adoption of Curriculum Innovations,544--548,,5,"adoption factors, computer science education, cs teacher",10.1145/1539024.1509051,SIGCSE Bull.,Mar-09,41,1,,March,2009,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1509051,Lijun  Ni,,,,What Makes CS Teachers Change?: Factors Influencing CS Teachers' Adoption of Curriculum Innovations,544--548,,5,"adoption factors, computer science education, cs teacher",10.1145/1508865.1509051,,,,,,,2009,,Proceedings of the 40th ACM Technical Symposium on Computer Science Education,SIGCSE '09,,978-1-60558-183-5,"Chattanooga, TN, USA",ACM,"New York, NY, USA",computing education strategies
article,2978242,Heidi J.C. Ellis and Gregory W. Hislop,,,,Pathways to Student Learning Within HFOSS,168--168,,1,"computing education research, hfoss, student projects",10.1145/2978192.2978242,,,,,,,2016,,Proceedings of the 17th Annual Conference on Information Technology Education,SIGITE '16,,978-1-4503-4452-4,"Boston, Massachusetts, USA",ACM,"New York, NY, USA",computing education strategies
article,1067504,"Donald L. Tobin,Jr. and Michael S. Ware",,,,Using a Windows Attack intRusion Emulator (AWARE) to Teach Computer Security Awareness,213--217,,5,"computer security, intrusion detection, security education",10.1145/1067445.1067504,,,,,,,2005,,Proceedings of the 10th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '05,,1-59593-024-8,"Caparica, Portugal",ACM,"New York, NY, USA",computing education strategies
article,1067504,"Donald L. Tobin,Jr. and Michael S. Ware",,,,Using a Windows Attack intRusion Emulator (AWARE) to Teach Computer Security Awareness,213--217,,5,"computer security, intrusion detection, security education",10.1145/1151954.1067504,SIGCSE Bull.,Sep-05,37,3,,June,2005,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2157308,Sara  Sprenkle and Shannon  Duvall,,,,Reshaping the Image of Computer Science in Only Fifteen Minutes (of Class) a Week,595--600,,6,"computer science education, introductory course, teaching methods",10.1145/2157136.2157308,,,,,,,2012,,Proceedings of the 43rd ACM Technical Symposium on Computer Science Education,SIGCSE '12,,978-1-4503-1098-7,"Raleigh, North Carolina, USA",ACM,"New York, NY, USA",computing education strategies
article,1998164,"Paul Logasa Bogen,II and Daniel  Pogue and Faryaneh  Poursardar and Yuangling  Li and Richard  Furuta and Frank  Shipman",,,,WPv4: A Re-imagined Walden's Paths to Support Diverse User Communities,419--420,,2,"Walden's paths, computer-aided education, narrative structures",10.1145/1998076.1998164,,,,,,,2011,,Proceedings of the 11th Annual International ACM/IEEE Joint Conference on Digital Libraries,JCDL '11,,978-1-4503-0744-4,"Ottawa, Ontario, Canada",ACM,"New York, NY, USA",computing education strategies
article,3017725,Paul E. Dickson and Toby  Dragon and Adam  Lee,,,,Using Undergraduate Teaching Assistants in Small Classes,165--170,,6,"computer science education, undergraduate teaching assistants",10.1145/3017680.3017725,,,,,,,2017,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
article,2445338,Wade  Fagen and Samuel  Kamin,,,,Measuring Increased Engagement Using Tablet PCs in a Code Review Class,465--470,,6,"audio analysis, education, software engineering, tablet computers",10.1145/2445196.2445338,,,,,,,2013,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computing education strategies
article,1409917,Yan  Bai and Wayne  Summers and Edward  Bosworth,,,,Teaching Network Risk Assessment to Online Graduate Students,8:1--8:6,8,6,"computer security, network risk assessment, online education",10.1145/1409908.1409917,,,,,,,2007,,Proceedings of the 4th Annual Conference on Information Security Curriculum Development,InfoSecCD '07,,978-1-59593-909-8,"Kennesaw, Georgia",ACM,"New York, NY, USA",computing education strategies
article,1822094,Johan  Aberg,,,,Challenges with Teaching HCI Early to Computer Students,3--7,,5,"education, human-computer interaction, usability, usable systems",10.1145/1822090.1822094,,,,,,,2010,,Proceedings of the Fifteenth Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE '10,,978-1-60558-820-9,"Bilkent, Ankara, Turkey",ACM,"New York, NY, USA",computing education strategies
article,1869764,Ghassan  Alkadi and Theresa  Beaubouef and Robert  Schroeder,,,,The Sometimes Harsh Reality of Real World Computer Science Projects,59--62,,4,"computer science education, software engineering, student projects",10.1145/1869746.1869764,ACM Inroads,Dec-10,1,4,,December,2010,2153-2184,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1140147,Paolo  Giangrandi and Claudio  Mirolo,,,,Numeri e Macchine: A Virtual Museum to Learn the History of Computing,78--82,,5,"computing history, courseware, instructional technologies, secondary education",10.1145/1140124.1140147,,,,,,,2006,,Proceedings of the 11th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITICSE '06,,1-59593-055-8,"Bologna, Italy",ACM,"New York, NY, USA",computing education strategies
article,1140147,Paolo  Giangrandi and Claudio  Mirolo,,,,Numeri e Macchine: A Virtual Museum to Learn the History of Computing,78--82,,5,"computing history, courseware, instructional technologies, secondary education",10.1145/1140123.1140147,SIGCSE Bull.,Sep-06,38,3,,June,2006,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2844668,Daniel D. Garcia and Leslie  Aaronson and Shawn  Kenner and Colleen  Lewis and Susan  Rodger,,,,"Technology We Can'T Live Without!, Revisited",236--237,,2,"computer science education, technology and teaching",10.1145/2839509.2844668,,,,,,,2016,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA",computing education strategies
article,1734347,Joshua  Sennett and Mark  Sherriff,,,,Compatibility of Partnered Students in Computer Science Education,244--248,,5,"computer science education, pair evaluation, pair programming",10.1145/1734263.1734347,,,,,,,2010,,Proceedings of the 41st ACM Technical Symposium on Computer Science Education,SIGCSE '10,,978-1-4503-0006-3,"Milwaukee, Wisconsin, USA",ACM,"New York, NY, USA",computing education strategies
article,2445268,Katrina  Falkner and Nickolas J.G. Falkner and Rebecca  Vivian,,,,Collaborative Learning and Anxiety: A Phenomenographic Study of Collaborative Learning Activities,227--232,,6,"collaborative learning, computer science education, phenomenography",10.1145/2445196.2445268,,,,,,,2013,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",computing education strategies
article,358288,Patricia F. Campbell and George P. McCabe,,,,Predicting the Success of Freshmen in a Computer Science Major,1108--1113,,6,"admission standards, computer science education, persistence, success",10.1145/1968.358288,Commun. ACM,Nov. 1984,27,11,,November,1984,0001-0782,,,,,,ACM,"New York, NY, USA",computing education strategies
article,3125672,Mihaela  Sabin and Svetlana  Peltsverger and Bill  Paterson and Ming  Zhang and Hala  Alrumaih,,,,IT2017 Report: Putting It to Work,95--96,,2,"computing curricula, information technology education, it2008, it2017",10.1145/3125659.3125672,,,,,,,2017,,Proceedings of the 18th Annual Conference on Information Technology Education,SIGITE '17,,978-1-4503-5100-3,"Rochester, New York, USA",ACM,"New York, NY, USA",computing education strategies
article,2825268,Shuzo John Shiota and Miho  Aoki,,,,Tomorrow's Digital Content Leaders in Asia,14:1--14:2,14,2,"Asia, computer graphics, digital content, education",10.1145/2818498.2825268,,,,,,,2015,,SIGGRAPH Asia 2015 Symposium on Education,SA '15,,978-1-4503-3927-8,"Kobe, Japan",ACM,"New York, NY, USA",computing education strategies
